person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
22,48000,RENT,7.0,VENTURE,E,7500,17.04,0,0.16,Y,2
21,27200,RENT,0.0,EDUCATION,C,5000,13.094655579000758,0,0.18,N,3
26,12000,OWN,2.0,HOMEIMPROVEMENT,A,6100,7.51,1,0.51,N,4
25,117014,MORTGAGE,5.0,EDUCATION,A,8400,7.29,0,0.07,N,3
22,12000,RENT,0.0,EDUCATION,C,1000,13.57,1,0.08,N,2
23,85000,RENT,2.0,EDUCATION,B,5000,11.58,0,0.06,N,3
22,31200,RENT,6.0,EDUCATION,B,12000,10.39,1,0.38,N,2
22,69000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,10000,15.62,1,0.14,N,3
23,40000,RENT,6.0,EDUCATION,B,15000,11.71,1,0.38,N,3
25,36000,RENT,0.0,MEDICAL,B,10000,11.11,0,0.28,N,3
26,54000,RENT,6.0,VENTURE,A,10000,7.9,0,0.19,N,3
23,43000,RENT,1.0,DEBTCONSOLIDATION,A,3000,8.49,0,0.07,N,3
24,35000,OWN,1.0,MEDICAL,D,7000,16.29,0,0.2,N,4
23,115000,RENT,2.0,EDUCATION,A,35000,7.9,0,0.3,N,4
23,55000,RENT,5.0,VENTURE,B,20000,12.53,1,0.36,N,3
23,24000,RENT,4.0,EDUCATION,C,12250,13.16,1,0.51,N,3
25,96000,MORTGAGE,0.0,MEDICAL,B,5000,11.83,0,0.05,N,4
26,84191,MORTGAGE,5.0,PERSONAL,A,9000,6.62,0,0.11,N,3
23,54586,RENT,5.0,EDUCATION,B,19000,11.14,1,0.35,N,4
23,20400,RENT,5.0,EDUCATION,D,5500,15.604151610834526,0,0.27,N,2
24,138000,RENT,4.0,PERSONAL,C,5000,13.23,1,0.04,Y,4
23,39000,RENT,1.0,PERSONAL,B,12000,10.99,1,0.31,N,2
25,69000,MORTGAGE,9.0,VENTURE,A,25000,6.99,0,0.36,N,4
25,30000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12000,5.99,1,0.4,N,4
22,70000,MORTGAGE,4.0,VENTURE,B,13750,10.75,0,0.2,N,3
22,29570,RENT,6.0,MEDICAL,D,8000,14.42,1,0.27,N,3
26,90000,MORTGAGE,10.0,PERSONAL,B,13000,10.59,0,0.14,N,3
25,54996,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000,8.94,0,0.18,N,4
23,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,15000,7.9,0,0.25,N,3
24,55000,RENT,0.0,DEBTCONSOLIDATION,B,4000,11.26,0,0.07,N,3
23,48756,RENT,5.0,EDUCATION,B,4800,11.36,0,0.1,N,4
26,72000,MORTGAGE,7.0,MEDICAL,B,16000,10.59,0,0.22,N,4
24,72444,MORTGAGE,7.0,EDUCATION,B,25000,10.74,0,0.35,N,3
26,20004,MORTGAGE,4.0,HOMEIMPROVEMENT,B,3600,10.220890113295185,0,0.18,N,4
23,70000,RENT,4.0,EDUCATION,A,6000,7.49,0,0.09,N,3
23,59000,MORTGAGE,7.0,EDUCATION,A,9000,8.49,0,0.15,N,4
24,62467,RENT,0.0,PERSONAL,A,10625,8.49,0,0.17,N,2
25,24000,OWN,7.0,HOMEIMPROVEMENT,A,6000,5.42,0,0.25,N,4
23,180000,MORTGAGE,2.0,VENTURE,B,5000,9.33,0,0.03,N,2
26,39996,RENT,0.0,MEDICAL,B,12000,10.539734339516126,0,0.3,N,3
25,30000,RENT,4.0,MEDICAL,B,5000,11.86,0,0.17,N,4
23,39000,RENT,2.0,HOMEIMPROVEMENT,D,10000,15.2,1,0.26,N,4
23,170000,RENT,7.0,PERSONAL,B,12000,11.11,0,0.07,N,2
22,42000,RENT,1.0,MEDICAL,B,10000,12.42,0,0.24,N,4
24,84996,OWN,4.0,DEBTCONSOLIDATION,D,8000,15.57,0,0.09,Y,4
26,130000,MORTGAGE,8.0,PERSONAL,A,10000,6.03,0,0.08,N,3
23,78000,RENT,7.0,MEDICAL,A,8100,7.29,0,0.1,N,2
25,60000,RENT,9.0,MEDICAL,B,7000,10.36,0,0.12,N,3
22,33000,MORTGAGE,4.0,VENTURE,C,12500,14.26,0,0.38,Y,4
24,29000,RENT,1.0,MEDICAL,B,4000,9.96,1,0.14,N,3
24,76597,RENT,5.0,PERSONAL,B,22000,9.25,0,0.29,N,4
22,54800,OWN,7.0,EDUCATION,A,8000,7.8909908640892645,0,0.15,N,2
24,55000,MORTGAGE,8.0,EDUCATION,B,9600,10.30506397595159,0,0.17,N,3
24,65000,OWN,8.0,PERSONAL,A,9000,7.29,0,0.14,N,3
22,43000,OWN,7.0,EDUCATION,A,6000,7.74,0,0.14,N,4
22,31200,RENT,5.0,DEBTCONSOLIDATION,C,10000,12.73,1,0.32,Y,2
25,107000,MORTGAGE,1.0,EDUCATION,A,1000,7.4,0,0.01,N,4
22,35000,RENT,1.0,EDUCATION,C,5700,12.99,0,0.16,Y,2
23,48000,OWN,6.0,EDUCATION,B,5000,10.08,0,0.1,N,3
25,53000,RENT,6.0,DEBTCONSOLIDATION,C,3000,13.99,0,0.06,N,4
24,52000,MORTGAGE,6.0,VENTURE,D,12000,14.83,0,0.23,N,3
21,12000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,3250,15.68,1,0.27,Y,2
22,36000,OWN,4.0,PERSONAL,A,3250,7.75,0,0.09,N,2
24,99000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,12000,6.03,0,0.12,N,4
25,20000,RENT,0.0,MEDICAL,C,3500,10.28,0,0.17,Y,3
25,33280,RENT,1.0,PERSONAL,B,5500,10.515311892016506,0,0.17,N,2
22,72000,MORTGAGE,6.0,MEDICAL,A,5000,6.54,0,0.07,N,2
22,45630,RENT,0.0,VENTURE,E,2500,18.64,1,0.05,Y,4
22,42000,MORTGAGE,3.0,VENTURE,D,7000,14.84,0,0.17,N,3
21,18456,RENT,2.0,MEDICAL,C,3500,13.35,1,0.19,N,3
22,150000,RENT,2.0,MEDICAL,A,8200,6.99,0,0.05,N,3
26,52000,MORTGAGE,2.0,VENTURE,A,6000,8.9,0,0.12,N,4
23,72000,RENT,7.0,DEBTCONSOLIDATION,B,10000,10.59,0,0.14,N,3
26,80004,MORTGAGE,4.0,EDUCATION,B,15000,11.86,0,0.19,N,3
23,74800,MORTGAGE,7.0,MEDICAL,D,15000,16.0,1,0.17,N,2
26,56000,RENT,10.0,DEBTCONSOLIDATION,B,10000,12.69,1,0.18,N,4
22,68000,MORTGAGE,6.0,VENTURE,D,20000,16.77,0,0.29,Y,3
22,75500,MORTGAGE,6.0,PERSONAL,A,12000,7.783784806944635,0,0.16,N,2
22,37008,RENT,2.0,PERSONAL,B,3600,12.42,0,0.1,N,3
26,63400,OWN,0.0,EDUCATION,B,20000,9.62,0,0.32,N,3
23,36000,RENT,7.0,PERSONAL,B,4000,10.99,1,0.11,N,3
25,63000,MORTGAGE,0.0,PERSONAL,D,25000,13.87,0,0.4,N,4
24,55152,MORTGAGE,8.0,EDUCATION,B,16000,11.49,0,0.29,N,4
21,87500,MORTGAGE,5.0,EDUCATION,C,25000,13.98,0,0.29,Y,3
24,49000,RENT,8.0,EDUCATION,A,7000,7.49,1,0.14,N,4
24,54100,RENT,5.0,VENTURE,A,4500,7.14,0,0.08,N,2
24,24000,RENT,1.0,MEDICAL,A,8500,7.9,1,0.35,N,2
21,55000,RENT,5.0,MEDICAL,B,12000,10.62,0,0.22,N,2
22,48000,RENT,6.0,VENTURE,B,15000,9.63,1,0.31,N,4
24,50000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,7000,5.42,0,0.14,N,3
22,50000,MORTGAGE,0.0,EDUCATION,A,12800,5.79,0,0.26,N,3
22,50000,MORTGAGE,5.0,EDUCATION,B,2000,12.18,0,0.04,N,4
22,54000,RENT,6.0,EDUCATION,B,9975,11.48,1,0.18,N,4
21,55600,RENT,2.0,PERSONAL,A,6000,7.986398667038211,0,0.11,N,3
23,46776,OWN,7.0,VENTURE,D,15000,13.24,0,0.32,N,3
22,50000,MORTGAGE,2.0,MEDICAL,B,22000,9.91,0,0.44,N,4
22,30000,RENT,2.0,EDUCATION,C,13000,13.11,1,0.43,N,3
24,85000,MORTGAGE,2.0,MEDICAL,B,7000,12.69,0,0.08,N,4
22,51480,MORTGAGE,4.0,PERSONAL,B,3000,11.83,0,0.06,N,2
22,43200,OWN,6.0,VENTURE,A,6000,7.68,0,0.14,N,4
23,26976,RENT,4.0,EDUCATION,A,9000,7.51,1,0.33,N,2
26,155142,MORTGAGE,6.0,HOMEIMPROVEMENT,D,23000,18.25,0,0.15,N,2
26,42000,RENT,6.0,VENTURE,A,5000,7.29,0,0.12,N,2
25,45996,RENT,2.0,VENTURE,G,5000,23.373073586037293,1,0.11,Y,2
23,19200,RENT,0.0,PERSONAL,B,3000,9.99,1,0.16,N,2
26,59000,RENT,7.0,MEDICAL,D,6000,16.49,1,0.1,N,2
25,29000,RENT,4.0,MEDICAL,D,4000,16.29,1,0.14,N,4
24,62000,RENT,1.0,MEDICAL,C,1600,13.85,0,0.03,Y,4
23,17688,RENT,0.0,DEBTCONSOLIDATION,B,1700,11.11,0,0.1,N,3
24,43200,MORTGAGE,0.0,EDUCATION,C,10000,14.26,0,0.23,N,4
22,71004,RENT,6.0,PERSONAL,B,1800,11.12,0,0.03,N,4
22,46000,RENT,1.0,DEBTCONSOLIDATION,D,6200,15.679392728682341,1,0.13,N,3
24,36500,MORTGAGE,3.0,EDUCATION,B,2500,10.37,0,0.07,N,3
21,45432,MORTGAGE,4.0,VENTURE,B,5000,9.88,0,0.11,N,4
23,65000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,16500,7.49,0,0.25,N,4
23,30000,RENT,8.0,EDUCATION,A,10625,6.92,1,0.35,N,4
24,76000,MORTGAGE,8.0,EDUCATION,B,13500,9.99,0,0.18,N,4
22,57600,OWN,6.0,VENTURE,A,6500,7.49,0,0.11,N,3
23,45000,RENT,2.0,VENTURE,A,6575,8.0,0,0.15,N,3
23,138000,RENT,1.0,EDUCATION,D,5000,14.91,1,0.04,N,2
22,69700,RENT,4.0,EDUCATION,B,11200,10.549573221491624,0,0.16,N,2
25,49000,OWN,4.0,VENTURE,A,2500,6.76,0,0.05,N,3
22,57500,RENT,1.0,VENTURE,B,9100,11.49,0,0.16,N,3
22,68000,MORTGAGE,6.0,VENTURE,A,13000,7.88,0,0.19,N,4
26,50004,MORTGAGE,10.0,PERSONAL,A,5000,9.32,0,0.1,N,2
26,110000,RENT,3.0,HOMEIMPROVEMENT,C,25000,13.169507502341702,0,0.23,Y,2
22,50000,MORTGAGE,6.0,EDUCATION,B,8000,11.12,0,0.16,N,4
22,42000,RENT,2.0,PERSONAL,C,5000,12.87,0,0.12,Y,3
21,35000,OWN,5.0,VENTURE,A,4000,7.29,0,0.11,N,2
22,25000,RENT,1.0,EDUCATION,B,2050,10.59,0,0.08,N,3
22,37000,RENT,3.0,PERSONAL,B,15000,10.25,1,0.41,N,4
26,135000,MORTGAGE,6.0,EDUCATION,D,15000,15.33,0,0.11,Y,2
22,32500,MORTGAGE,6.0,EDUCATION,A,2500,6.99,0,0.08,N,2
26,44000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,8475,6.91,0,0.19,N,4
25,76344,RENT,2.0,EDUCATION,A,5000,9.63,0,0.07,N,3
22,50361,RENT,6.0,PERSONAL,C,12000,12.73,0,0.24,N,4
23,24091,MORTGAGE,5.0,MEDICAL,C,3500,12.99,0,0.15,Y,2
26,95000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,15000,15.96,0,0.16,N,3
25,59400,MORTGAGE,9.0,EDUCATION,C,18500,12.73,0,0.31,Y,3
23,33000,RENT,7.0,MEDICAL,D,5500,14.54,1,0.17,N,2
26,47000,RENT,7.0,PERSONAL,A,15000,7.9,1,0.32,N,3
25,63000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,20000,8.49,0,0.32,N,2
21,45000,RENT,3.0,PERSONAL,B,10000,10.25,0,0.22,N,2
23,130000,MORTGAGE,6.1286720721994055,MEDICAL,A,6000,5.42,0,0.05,N,4
21,140000,MORTGAGE,2.0,EDUCATION,A,18000,7.9,0,0.13,N,4
23,95004,RENT,2.0,PERSONAL,A,5000,9.63,0,0.05,N,4
22,75000,RENT,2.0,EDUCATION,B,10000,11.26,0,0.13,N,4
26,51000,RENT,10.0,PERSONAL,B,5000,12.42,1,0.1,N,2
24,35000,RENT,0.0,PERSONAL,A,1800,7.14,0,0.05,N,3
22,34404,RENT,2.0,DEBTCONSOLIDATION,D,7500,15.05,1,0.22,Y,2
24,30500,RENT,2.0,PERSONAL,F,6800,21.74,1,0.22,Y,4
21,104000,MORTGAGE,5.0,PERSONAL,A,15000,9.63,0,0.14,N,4
22,25000,OWN,4.590026146027757,VENTURE,A,5000,6.03,0,0.2,N,3
26,42000,RENT,2.0,MEDICAL,C,5000,11.91,0,0.12,Y,2
23,60000,RENT,5.0,MEDICAL,A,10000,7.14,0,0.17,N,2
22,32000,RENT,0.0,MEDICAL,B,3200,10.2,0,0.1,N,4
22,91000,RENT,6.0,MEDICAL,A,8000,6.92,0,0.09,N,4
25,90000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6000,7.14,0,0.07,N,3
22,58896,MORTGAGE,6.0,EDUCATION,A,9500,6.76,0,0.16,N,4
22,105000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,12800,11.83,0,0.12,N,3
25,60000,RENT,2.0,EDUCATION,B,20000,10.593886595402106,1,0.33,N,4
26,80000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,3000,8.0,0,0.04,N,3
22,31224,RENT,0.0,EDUCATION,A,6400,9.32,0,0.2,N,4
24,39000,RENT,4.0,HOMEIMPROVEMENT,C,8000,13.023308453252971,1,0.21,N,2
22,46000,MORTGAGE,6.0,PERSONAL,B,4000,10.37,0,0.09,N,2
23,90000,MORTGAGE,7.0,PERSONAL,D,15000,15.31,0,0.17,Y,4
22,39000,MORTGAGE,6.0,EDUCATION,A,10750,7.740979511068714,0,0.28,N,4
25,39996,RENT,2.0,MEDICAL,B,10000,10.99,0,0.25,N,4
26,145992,MORTGAGE,0.0,PERSONAL,D,20000,15.587959280734076,0,0.14,Y,2
25,40000,RENT,2.0,PERSONAL,B,3000,10.25,0,0.07,N,3
25,44000,RENT,1.0,EDUCATION,D,15000,14.59,1,0.34,N,3
22,61500,RENT,3.0,EDUCATION,C,10000,14.22,0,0.16,N,2
26,35000,RENT,2.0,DEBTCONSOLIDATION,A,2500,8.9,0,0.07,N,2
25,90000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,10000,5.42,0,0.11,N,4
26,87000,MORTGAGE,0.0,PERSONAL,B,15000,10.62,0,0.17,N,4
22,15996,RENT,3.0,DEBTCONSOLIDATION,C,4000,13.35,1,0.25,Y,2
22,48000,RENT,7.0,EDUCATION,A,5000,6.99,0,0.1,N,2
25,36000,MORTGAGE,3.0,PERSONAL,A,5300,7.49,0,0.15,N,3
25,57000,RENT,2.0,PERSONAL,A,9500,6.17,0,0.17,N,3
24,54996,RENT,2.0,HOMEIMPROVEMENT,B,23600,11.89,1,0.43,N,4
24,21000,RENT,0.0,DEBTCONSOLIDATION,C,4000,13.43,0,0.19,N,4
24,75000,RENT,4.0,VENTURE,B,20000,8.88,0,0.27,N,2
26,50000,RENT,0.0,PERSONAL,B,4800,10.527554397144257,0,0.1,N,2
24,40000,RENT,2.0,EDUCATION,C,7000,11.34,0,0.17,N,2
23,29856,RENT,0.0,PERSONAL,A,10300,8.94,1,0.34,N,2
24,85392,RENT,9.0,MEDICAL,A,9600,7.29,0,0.11,N,3
21,37000,OWN,3.0,MEDICAL,C,7200,13.61,0,0.19,N,2
24,29120,RENT,0.0,VENTURE,B,5000,10.99,0,0.17,N,4
25,32000,RENT,1.0,MEDICAL,D,6000,12.92,1,0.19,N,2
22,91000,OWN,5.0,EDUCATION,A,15000,7.88,0,0.16,N,3
26,95400,MORTGAGE,8.0,PERSONAL,C,5000,12.68,0,0.05,N,2
21,28692,MORTGAGE,5.0,EDUCATION,B,3000,10.75,0,0.1,N,2
25,90000,MORTGAGE,9.0,VENTURE,A,7750,7.51,0,0.09,N,3
22,69000,RENT,5.0,EDUCATION,B,8650,11.49,0,0.13,N,4
25,70200,RENT,9.0,PERSONAL,E,18000,16.45,0,0.26,Y,3
24,92341,RENT,9.0,DEBTCONSOLIDATION,A,12000,7.51,0,0.13,N,4
24,73399,RENT,0.0,EDUCATION,D,27000,15.784616026815256,1,0.37,N,2
23,60000,RENT,2.0,DEBTCONSOLIDATION,A,5000,6.91,0,0.08,N,3
24,62400,MORTGAGE,8.0,HOMEIMPROVEMENT,A,4000,8.9,0,0.06,N,4
24,40000,MORTGAGE,3.0,MEDICAL,B,10500,11.36,0,0.26,N,2
26,37680,RENT,5.0,MEDICAL,D,2000,14.96,1,0.05,Y,2
26,35000,RENT,0.0,VENTURE,C,12000,10.91,1,0.34,Y,3
23,78000,RENT,5.0,VENTURE,B,17000,10.99,0,0.22,N,2
24,47211,OWN,8.0,HOMEIMPROVEMENT,B,10000,11.83,0,0.21,N,3
23,57744,MORTGAGE,7.0,VENTURE,B,2500,10.37,0,0.04,N,4
23,69000,RENT,7.0,DEBTCONSOLIDATION,B,4800,10.75,0,0.07,N,2
26,95000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,20000,14.96,0,0.21,N,4
24,91000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000,7.88,0,0.16,N,2
21,30000,RENT,0.0,EDUCATION,C,1500,13.92,0,0.05,Y,3
24,97000,MORTGAGE,3.0,EDUCATION,C,6400,15.96,0,0.07,N,3
22,68000,MORTGAGE,6.0,EDUCATION,A,16000,7.9,0,0.24,N,3
24,70000,RENT,3.0,PERSONAL,B,25000,11.86,1,0.36,N,2
22,45000,OWN,6.0,EDUCATION,A,4750,6.39,0,0.11,N,4
23,42000,MORTGAGE,1.0,PERSONAL,C,5750,13.57,0,0.14,N,2
25,75000,MORTGAGE,7.0,PERSONAL,B,15000,9.99,0,0.2,N,2
25,51492,MORTGAGE,2.0,EDUCATION,B,13800,10.38,0,0.27,N,4
24,70000,MORTGAGE,2.0,MEDICAL,B,8950,11.89,0,0.13,N,2
25,49200,MORTGAGE,6.0,MEDICAL,A,5600,7.49,0,0.11,N,3
22,78000,MORTGAGE,6.0,EDUCATION,A,7750,7.51,0,0.1,N,4
23,84000,MORTGAGE,7.0,EDUCATION,B,23000,11.99,0,0.27,N,2
23,24000,RENT,0.0,PERSONAL,B,6000,10.520249171126384,0,0.25,N,3
26,75531,RENT,3.0,PERSONAL,D,15000,16.49,0,0.2,N,2
25,30000,RENT,2.0,VENTURE,E,5200,17.19,1,0.17,Y,2
22,100000,MORTGAGE,0.0,PERSONAL,C,15000,13.85,0,0.15,Y,3
24,38700,RENT,2.0,DEBTCONSOLIDATION,B,10000,10.520003838662397,0,0.26,N,3
23,80000,MORTGAGE,5.696089638742553,PERSONAL,A,3000,5.99,0,0.04,N,3
24,35000,RENT,9.0,EDUCATION,A,1500,7.903678398517714,0,0.04,N,3
23,24000,RENT,7.0,VENTURE,C,5550,12.53,0,0.23,Y,4
24,79000,RENT,0.0,MEDICAL,B,8000,11.49,0,0.1,N,4
22,87000,RENT,5.0,EDUCATION,C,20000,13.85,0,0.23,N,4
23,39600,MORTGAGE,7.0,MEDICAL,A,6000,7.88,0,0.15,N,2
24,53004,MORTGAGE,6.0,DEBTCONSOLIDATION,B,21000,10.65,0,0.4,N,3
22,38000,RENT,2.0,EDUCATION,A,18500,7.66,1,0.49,N,2
26,64000,RENT,3.2357522500686455,DEBTCONSOLIDATION,B,1000,10.75,0,0.02,N,2
23,27252,RENT,3.0,PERSONAL,C,5800,13.06,0,0.21,N,3
24,51500,RENT,6.0,DEBTCONSOLIDATION,B,20000,12.21,1,0.39,N,4
25,59000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,5000,6.03,1,0.08,N,3
24,22680,RENT,9.0,VENTURE,B,7000,10.62,1,0.31,N,2
24,94000,RENT,6.0,HOMEIMPROVEMENT,C,9600,12.99,0,0.1,N,2
25,48996,MORTGAGE,8.0,MEDICAL,B,5000,9.88,1,0.1,N,2
22,59000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6400,7.747558722583584,0,0.11,N,4
23,100000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,14000,6.17,0,0.14,N,4
21,31680,RENT,5.0,VENTURE,C,15000,12.61,1,0.47,Y,2
20,65000,MORTGAGE,4.0,VENTURE,B,4800,9.99,0,0.07,N,4
23,78000,MORTGAGE,7.0,VENTURE,A,4600,7.66,0,0.06,N,3
23,60000,MORTGAGE,0.0,EDUCATION,B,10000,11.26,0,0.17,N,3
21,21600,RENT,0.0,MEDICAL,B,2000,11.71,1,0.09,N,4
26,87996,MORTGAGE,3.0,MEDICAL,A,8000,6.91,0,0.09,N,3
26,58000,RENT,0.0,PERSONAL,A,3500,8.59,0,0.06,N,3
26,117000,MORTGAGE,8.0,EDUCATION,A,6000,7.51,0,0.05,N,3
23,46932,OWN,4.424172193237293,EDUCATION,A,7000,5.79,0,0.15,N,3
23,52692,RENT,4.0,MEDICAL,C,3500,12.23,0,0.07,Y,4
22,40000,RENT,1.0,PERSONAL,B,4000,12.69,0,0.1,N,4
24,51000,RENT,6.0,MEDICAL,B,15000,11.12,0,0.29,N,2
22,12996,OWN,1.0,VENTURE,B,4750,10.402982419576189,1,0.37,N,2
25,125000,RENT,9.0,VENTURE,D,6500,14.61,0,0.05,N,3
26,76250,RENT,6.0,VENTURE,B,10000,10.71,0,0.13,N,3
26,127992,MORTGAGE,10.0,PERSONAL,C,26000,13.99,0,0.2,N,2
24,39996,RENT,0.0,EDUCATION,D,5000,14.11,1,0.13,N,2
23,51000,OWN,7.0,VENTURE,A,6000,5.42,0,0.12,N,2
25,40000,RENT,0.0,VENTURE,B,5925,11.11,0,0.15,N,3
26,65000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,5000,7.51,0,0.08,N,2
22,40800,RENT,5.0,MEDICAL,A,2000,6.62,0,0.05,N,2
22,40000,RENT,2.0,EDUCATION,A,10000,7.14,0,0.25,N,3
25,59004,RENT,1.0,HOMEIMPROVEMENT,D,20000,14.84,1,0.34,N,4
24,72000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6000,7.49,0,0.08,N,2
26,45000,RENT,1.0,MEDICAL,B,4000,12.21,0,0.09,N,2
22,166000,MORTGAGE,1.0,PERSONAL,B,23450,11.36,0,0.14,N,2
25,80000,MORTGAGE,9.0,VENTURE,A,12000,7.88,0,0.15,N,3
24,73000,RENT,2.0,PERSONAL,A,6500,7.972393032743234,0,0.09,N,2
22,55000,OWN,4.938912549854833,PERSONAL,A,1275,6.91,0,0.02,N,4
25,33000,RENT,0.0,MEDICAL,A,1000,7.29,0,0.03,N,4
21,41000,RENT,5.0,VENTURE,A,7000,5.79,0,0.17,N,2
26,85000,MORTGAGE,4.60736966900886,DEBTCONSOLIDATION,B,6000,9.88,0,0.07,N,2
23,60000,RENT,3.0,EDUCATION,B,8000,10.25,0,0.13,N,3
25,200000,OWN,0.0,VENTURE,B,24000,12.18,0,0.12,N,2
22,24960,RENT,0.0,EDUCATION,A,2500,7.51,0,0.1,N,4
26,57550,MORTGAGE,2.2557804547168527,DEBTCONSOLIDATION,A,3500,5.42,0,0.06,N,4
22,60500,RENT,3.0,EDUCATION,C,7000,12.84,0,0.12,Y,3
24,62000,RENT,4.0,HOMEIMPROVEMENT,C,2000,13.49,0,0.03,Y,3
24,72000,RENT,8.0,DEBTCONSOLIDATION,C,16000,13.06,0,0.22,N,4
22,42000,MORTGAGE,6.0,VENTURE,C,14750,12.99,0,0.35,Y,3
22,100000,RENT,3.0,VENTURE,B,10000,10.65,0,0.1,N,2
22,75000,RENT,2.0,EDUCATION,B,19600,12.42,0,0.26,N,4
23,75000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,9500,12.934562225072742,0,0.13,Y,3
25,36000,MORTGAGE,2.0,MEDICAL,C,13750,13.22,1,0.38,Y,3
24,36000,RENT,3.0,EDUCATION,D,5300,15.28,0,0.15,N,3
24,80000,OWN,8.0,VENTURE,A,12000,7.49,0,0.15,N,3
25,50000,MORTGAGE,9.0,VENTURE,A,6400,8.32,0,0.13,N,4
24,40000,RENT,3.0,MEDICAL,A,10000,7.951326572875606,0,0.25,N,2
24,30000,RENT,6.0,EDUCATION,B,5000,12.69,1,0.17,N,2
23,16080,RENT,2.236254686009612,EDUCATION,D,3000,16.29,1,0.19,Y,2
23,47496,RENT,7.0,EDUCATION,B,3500,12.69,0,0.07,N,2
26,80400,RENT,6.0,MEDICAL,B,7000,10.65,0,0.09,N,2
23,76000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,9000,15.47189783636431,1,0.12,Y,3
23,100000,RENT,1.0,EDUCATION,C,12000,13.57,0,0.12,Y,2
21,18000,RENT,3.0,DEBTCONSOLIDATION,C,1500,12.87,0,0.08,Y,4
23,32640,RENT,5.0,VENTURE,B,4800,11.99,0,0.15,N,3
26,64000,RENT,8.0,EDUCATION,B,7500,9.83,0,0.12,N,4
24,33600,RENT,5.0,PERSONAL,B,4450,11.49,0,0.13,N,4
24,47000,MORTGAGE,1.0,EDUCATION,B,8500,10.333953852012062,0,0.18,N,4
24,110000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,12000,8.94,0,0.11,N,2
23,36000,RENT,5.0,VENTURE,B,8000,10.498879087493345,0,0.22,N,2
24,136000,MORTGAGE,9.0,DEBTCONSOLIDATION,F,25000,19.13,1,0.18,N,3
23,92000,RENT,0.0,EDUCATION,A,6500,8.0,0,0.07,N,3
22,77000,MORTGAGE,6.0,VENTURE,A,12400,7.51,0,0.16,N,2
26,28800,RENT,10.0,MEDICAL,B,15000,10.0,1,0.52,N,3
22,36000,OWN,4.0,DEBTCONSOLIDATION,D,5000,14.61,0,0.14,Y,4
25,75000,RENT,0.0,DEBTCONSOLIDATION,B,20000,10.38,0,0.27,N,2
24,96000,MORTGAGE,7.0,PERSONAL,C,6000,13.92,0,0.06,N,3
24,50000,MORTGAGE,7.0,HOMEIMPROVEMENT,D,11000,16.89,0,0.22,Y,2
23,105999,MORTGAGE,6.0,EDUCATION,B,8550,9.88,0,0.08,N,2
22,44000,RENT,3.0,HOMEIMPROVEMENT,C,3600,13.43,1,0.08,Y,3
26,96050,MORTGAGE,3.0,MEDICAL,D,24000,15.28,1,0.21,Y,2
26,33996,RENT,2.0,MEDICAL,B,10800,11.12,1,0.32,N,3
22,42000,MORTGAGE,6.0,PERSONAL,A,3000,6.03,0,0.07,N,3
25,49000,OWN,6.0,PERSONAL,C,3000,13.040201573630487,0,0.06,N,4
23,136000,MORTGAGE,7.0,EDUCATION,A,8000,8.32,0,0.06,N,2
22,30000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,13250,10.99,0,0.44,N,4
23,35400,RENT,4.0,DEBTCONSOLIDATION,B,9600,11.89,0,0.27,N,2
23,125000,OTHER,4.0,EDUCATION,A,7500,8.0,0,0.06,N,2
23,53352,RENT,3.0,MEDICAL,A,17500,6.54,1,0.33,N,4
23,14400,RENT,0.0,DEBTCONSOLIDATION,B,4000,10.74,1,0.28,N,3
25,80000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,15000,12.61,0,0.19,N,2
22,31500,RENT,3.0,DEBTCONSOLIDATION,D,2900,15.661490727803073,1,0.09,Y,3
22,35000,RENT,0.0,DEBTCONSOLIDATION,B,3000,10.515794924223218,0,0.09,N,2
